trade_date,ts_code
20200526,SH512220
20200526,SZ159937
20200526,SH510580
20200527,SH512220
20200527,SZ159937
20200527,SH510580
20200528,SZ159937
20200528,SH510580
20200529,SZ159937
20200601,SZ159937
20200602,SH518880
20200602,SZ159937
20200603,SH510510
20200603,SH518880
20200603,SZ159934
20200603,SH510360
20200603,SH510580
20200604,SH510510
20200604,SH518880
20200604,SZ159934
20200604,SH510360
20200604,SH510580
20200605,SH510510
20200605,SH518880
20200605,SZ159934
20200605,SH510360
20200605,SH510580
20200608,SH510510
20200608,SH518880
20200608,SZ159934
20200608,SH510360
20200608,SH510580
20200609,SH510510
20200609,SH518880
20200609,SZ159934
20200609,SH510360
20200609,SH510580
20200610,SH510510
20200610,SH518880
20200610,SZ159934
20200610,SH510360
20200610,SH510580
20200611,SH510510
20200611,SH518880
20200611,SZ159934
20200611,SH510710
20200611,SH510580
20200612,SH510510
20200612,SH518880
20200612,SZ159934
20200612,SH510710
20200612,SH510580
20200615,SH510500
20200615,SH518880
20200615,SZ159934
20200615,SH513500
20200615,SH513030
20200616,SH510500
20200616,SH510510
20200616,SH518880
20200616,SZ159934
20200616,SH510710
20200617,SH510500
20200617,SZ159934
20200617,SZ159937
20200617,SH510580
20200617,SZ159949
20200618,SH510500
20200618,SZ159934
20200618,SZ159937
20200618,SH510580
20200618,SZ159949
20200619,SH510500
20200619,SZ159934
20200619,SZ159937
20200619,SH510580
20200619,SZ159949
20200622,SH510500
20200622,SZ159934
20200622,SZ159937
20200622,SH512500
20200622,SZ159949
20200623,SH510500
20200623,SZ159934
20200623,SZ159937
20200623,SH512500
20200624,SH510500
20200624,SH518800
20200624,SZ159934
20200624,SH512500
20200629,SH510500
20200629,SZ159934
20200629,SZ159937
20200629,SH512500
20200629,SZ159949
20200630,SH510500
20200630,SZ159934
20200630,SZ159937
20200630,SH512500
20200630,SZ159949
20200701,SZ159934
20200701,SZ159937
20200701,SH512500
20200702,SH518880
20200702,SZ159934
20200702,SH512500
20200703,SH518880
20200703,SZ159937
20200703,SH512500
20200706,SH518880
20200706,SZ159937
20200706,SH512500
20200707,SH518880
20200707,SZ159937
20200707,SH512500
20200707,SH510800
20200708,SH518880
20200708,SZ159934
20200709,SH518880
20200709,SZ159934
20200710,SH518880
20200710,SZ159934
20200710,SH510800
20200713,SH518880
20200713,SZ159934
20200714,SH518880
20200714,SZ159934
20200715,SH518880
20200715,SZ159934
20200716,SH510680
20200716,SZ159941
20200716,SH512100
20200716,SH513050
20200716,SH510850
20200717,SZ159915
20200717,SH510680
20200717,SH512220
20200717,SH512500
20200717,SZ159956
20200720,SH518880
20200720,SH510680
20200720,SZ159934
20200720,SH512220
20200720,SZ159956
20200721,SH518880
20200721,SH510680
20200721,SZ159934
20200721,SH512220
20200721,SH513520
20200722,SH518880
20200722,SZ159934
20200722,SH513520
20200723,SH518880
20200723,SZ159934
20200723,SH513520
20200724,SZ159910
20200724,SH518880
20200724,SZ159934
20200724,SH510850
20200724,SH513520
20200727,SH510510
20200727,SZ159934
20200727,SH510850
20200727,SH513520
20200728,SH510510
20200728,SH510680
20200728,SH510850
20200728,SH513520
20200729,SH513520
20200730,SH513520
20200804,SH518800
20200805,SH518800
20200806,SH518800
20200807,SH518800
20200810,SH518800
20200811,SH518800
20200812,SZ159915
20200812,SH518880
20200812,SZ159934
20200812,SZ159949
20200813,SH518880
20200813,SZ159934
20200813,SZ159949
20200814,SH518800
20200817,SH518800
20200819,SH513030
20200820,SH513030
20200821,SH513030
20200824,SH513030
20200824,SH510850
20200825,SH513030
20200825,SH510850
20200826,SH513030
20200826,SH510850
20200827,SH513030
20200827,SH510850
20200828,SH513030
20200828,SH510850
20200831,SH513030
20200831,SH510850
20200901,SH513030
20200901,SH510850
20200902,SH510850
20200903,SH510850
20200904,SH510850
20200907,SH513100
20200907,SH513500
20200907,SZ159941
20200907,SH513050
20200908,SH513100
20200908,SH513500
20200908,SZ159941
20200908,SH513050
20200909,SH510150
20200909,SZ159915
20200909,SH513100
20200909,SZ159949
20200909,SH513050
20200910,SZ159915
20200910,SH513100
20200910,SZ159941
20200910,SZ159949
20200910,SZ159952
20200911,SH518800
20200914,SH518880
20200914,SZ159934
20200915,SH518880
20200915,SZ159934
20200916,SH518880
20200916,SZ159934
20200917,SH518880
20200917,SZ159934
20200918,SH518880
20200918,SZ159934
20200921,SH518880
20200921,SZ159934
20200922,SH513100
20200922,SH518880
20200922,SZ159934
20200922,SZ159941
20200923,SH518880
20200923,SZ159934
20200924,SH518880
20200924,SZ159934
20200924,SZ159941
20200925,SH518880
20200925,SZ159934
20200925,SZ159941
20200929,SH513500
20200930,SH513500
20201009,SH513500
20201012,SZ159934
20201012,SH513500
20201012,SZ159937
20201013,SZ159934
20201013,SH513500
20201013,SZ159937
20201014,SZ159934
20201014,SH513500
20201014,SZ159937
20201015,SZ159934
20201015,SH513500
20201015,SZ159937
20201016,SZ159934
20201016,SH513500
20201016,SZ159937
20201019,SZ159934
20201019,SH513500
20201019,SZ159937
20201019,SZ159954
20201020,SZ159934
20201020,SH513500
20201020,SZ159937
20201020,SZ159954
20201021,SZ159934
20201021,SZ159937
20201021,SZ159954
20201022,SZ159934
20201022,SZ159937
20201022,SZ159954
20201023,SZ159934
20201023,SZ159937
20201023,SZ159954
20201026,SZ159954
20201027,SZ159954
20201028,SH518880
20201028,SH518800
20201028,SZ159954
20201029,SH518880
20201029,SH518800
20201029,SZ159954
20201030,SH518880
20201030,SH518800
20201030,SH513500
20201030,SZ159954
20201102,SH518880
20201102,SH518800
20201102,SH512750
20201103,SH518880
20201103,SH518800
20201103,SH512750
20201104,SH518880
20201104,SH518800
20201104,SH512750
20201105,SH518880
20201105,SH518800
20201105,SH512750
20201106,SH518880
20201106,SH518800
20201106,SH512750
20201109,SH518880
20201109,SH518800
20201109,SH512750
20201110,SH513100
20201110,SH518880
20201110,SH518800
20201110,SH512750
20201110,SH513520
20201111,SH510050
20201111,SH513100
20201111,SZ159941
20201111,SH513050
20201111,SH510800
20201112,SH510050
20201112,SH513050
20201112,SH510800
20201112,SH512750
20201112,SH513520
20201113,SH510050
20201113,SH513100
20201113,SH518880
20201113,SZ159934
20201113,SH510800
20201116,SH510050
20201116,SH518880
20201116,SZ159934
20201116,SH510800
20201117,SH510050
20201117,SH518880
20201117,SZ159934
20201117,SH510800
20201118,SH510050
20201118,SH513100
20201118,SH518880
20201118,SZ159934
20201118,SH510800
20201119,SH510050
20201119,SH513100
20201119,SH518880
20201119,SZ159934
20201119,SH510800
20201120,SH510050
20201120,SH518880
20201120,SZ159934
20201120,SH510800
20201123,SH510050
20201123,SH518880
20201123,SZ159934
20201123,SH510800
20201124,SH510050
20201124,SH518880
20201124,SZ159934
20201124,SH510800
20201125,SH518880
20201125,SH518800
20201125,SZ159934
20201125,SZ159937
20201126,SH518880
20201126,SH518800
20201126,SZ159934
20201126,SZ159937
20201127,SH518880
20201127,SZ159934
20201130,SH518880
20201130,SZ159934
20201201,SH518880
20201201,SZ159934
20201208,SH510500
20201209,SH510900
20201209,SH510500
20201209,SZ159954
20201210,SH510900
20201210,SH510500
20201210,SH518800
20201210,SZ159954
20201211,SH510900
20201211,SH510500
20201211,SH518800
20201211,SZ159954
20201214,SH510900
20201214,SH510500
20201214,SH518800
20201214,SZ159954
20201215,SH510900
20201215,SH510500
20201215,SH518800
20201215,SZ159954
20201216,SH510900
20201216,SH510500
20201216,SH518800
20201216,SZ159954
20201217,SH510900
20201217,SH510500
20201217,SH518800
20201217,SZ159954
20201218,SH510900
20201218,SH510500
20201218,SH518800
20201218,SZ159954
20201221,SH510900
20201221,SH510500
20201221,SH518800
20201221,SZ159954
20201222,SH510900
20201222,SH518800
20201222,SZ159954
20201223,SH518800
20201224,SH510600
20201225,SH510600
20201228,SH510600
20201229,SH510600
20201230,SH510600
20201231,SH510600
20210104,SH510600
20210105,SH510600
20210106,SH518800
20210106,SH510600
20210107,SH513100
20210107,SH518800
20210107,SH512220
20210107,SH510600
20210108,SH513100
20210108,SH518800
20210111,SH513100
20210111,SH518800
20210112,SH513100
20210112,SH518800
20210113,SH513100
20210113,SH518800
20210113,SZ159937
20210113,SZ159941
20210114,SH513100
20210114,SH518800
20210114,SZ159937
20210114,SZ159941
20210115,SH513100
20210115,SH518800
20210115,SZ159937
20210115,SZ159941
20210118,SH513100
20210118,SH518800
20210118,SZ159937
20210118,SZ159941
20210119,SH513100
20210119,SH518800
20210119,SZ159937
20210119,SZ159941
20210119,SH515650
20210120,SH513100
20210120,SZ159937
20210120,SZ159941
20210120,SH513900
20210121,SH513100
20210121,SZ159937
20210121,SZ159941
20210121,SH513900
20210122,SH513100
20210122,SZ159937
20210122,SZ159941
20210122,SH513900
20210125,SH510210
20210125,SH513100
20210125,SZ159937
20210125,SZ159941
20210125,SH513900
20210126,SH510210
20210126,SH513100
20210126,SZ159937
20210126,SZ159941
20210126,SH513900
20210127,SH510210
20210127,SH513100
20210128,SH510210
20210128,SH515580
20210129,SH510210
20210129,SZ159949
20210129,SZ159952
20210129,SZ159975
20210129,SH515580
20210201,SH510210
20210201,SZ159975
20210202,SH510210
20210202,SZ159975
20210203,SH510210
20210203,SZ159975
20210204,SZ159975
20210205,SH510350
20210205,SH510530
20210205,SZ159975
20210208,SH510350
20210208,SH510530
20210208,SZ159975
20210209,SH510350
20210209,SZ159975
20210210,SH510350
20210210,SZ159968
20210210,SH510530
20210218,SH512220
20210218,SH510350
20210219,SH512220
20210219,SH510350
20210219,SH510530
20210222,SH510150
20210222,SZ159915
20210222,SZ159949
20210222,SZ159952
20210222,SZ159986
20210223,SH510150
20210223,SZ159915
20210223,SZ159949
20210223,SZ159952
20210223,SH515650
20210224,SH510150
20210224,SZ159915
20210224,SZ159919
20210224,SH510300
20210224,SH513050
20210225,SH510150
20210225,SZ159915
20210225,SZ159949
20210225,SZ159952
20210225,SH515650
20210226,SH510150
20210226,SZ159915
20210226,SZ159919
20210226,SH510300
20210226,SH513050
20210301,SH512220
20210302,SH512220
20210302,SH510350
20210302,SH515650
20210303,SH512220
20210303,SH515350
20210304,SH515350
20210308,SH510150
20210308,SZ159915
20210308,SZ159949
20210308,SH513050
20210308,SH515650
20210309,SH510050
20210309,SH510150
20210309,SZ159915
20210309,SH510300
20210309,SH510330
20210310,SH510150
20210310,SZ159915
20210310,SZ159949
20210310,SH510390
20210310,SH515650
20210311,SZ159934
20210311,SZ159937
20210312,SZ159934
20210312,SZ159937
20210315,SZ159934
20210315,SZ159937
20210316,SZ159934
20210316,SZ159937
20210317,SZ159934
20210317,SZ159937
20210318,SZ159934
20210318,SZ159937
20210319,SZ159934
20210319,SH512220
20210319,SZ159937
20210322,SH518800
20210322,SH512220
20210323,SH518800
20210323,SH512220
20210324,SH513100
20210324,SH518800
20210324,SH512220
20210325,SH513100
20210325,SZ159934
20210325,SH512220
20210325,SZ159937
20210325,SH513050
20210326,SH513100
20210326,SZ159934
20210326,SZ159937
20210329,SH513100
20210329,SH518880
20210329,SZ159934
20210329,SH513050
20210329,SZ159985
20210330,SH513100
20210330,SH518880
20210330,SZ159934
20210330,SZ159941
20210330,SZ159985
20210331,SH513100
20210331,SH518880
20210331,SZ159934
20210331,SZ159941
20210331,SZ159985
20210401,SH513100
20210401,SH518880
20210401,SZ159934
20210401,SZ159941
20210401,SZ159985
20210402,SH513100
20210402,SH518880
20210402,SZ159934
20210402,SZ159941
20210402,SZ159985
20210406,SH513100
20210406,SH518880
20210406,SZ159934
20210406,SZ159941
20210406,SZ159985
20210407,SH513100
20210407,SH518880
20210407,SZ159934
20210407,SZ159941
20210407,SZ159985
20210408,SH518880
20210408,SZ159934
20210408,SZ159941
20210408,SZ159985
20210409,SH518880
20210409,SZ159934
20210409,SZ159941
20210409,SH513000
20210409,SZ159985
20210412,SH518880
20210412,SZ159934
20210412,SZ159941
20210412,SH513000
20210412,SZ159985
20210413,SH513100
20210413,SZ159941
20210413,SH513000
20210414,SH513100
20210414,SZ159941
20210414,SH513520
20210414,SH513000
20210415,SH513100
20210415,SZ159941
20210415,SH513520
20210415,SH513000
20210416,SH513100
20210416,SZ159937
20210416,SZ159941
20210416,SH513520
20210416,SH513000
20210419,SH513100
20210419,SH513030
20210419,SZ159937
20210419,SZ159941
20210419,SH513520
20210420,SH513100
20210420,SZ159937
20210420,SZ159941
20210420,SH513520
20210420,SH513000
20210421,SH513100
20210421,SH513030
20210421,SZ159937
20210421,SZ159941
20210421,SH513520
20210422,SH513100
20210422,SH513030
20210422,SZ159937
20210422,SZ159941
20210422,SH513520
20210423,SH513100
20210423,SH513030
20210423,SZ159937
20210423,SZ159941
20210423,SH513520
20210426,SH513100
20210426,SH512220
20210426,SZ159937
20210426,SZ159941
20210426,SH513520
20210427,SH512220
20210427,SZ159937
20210427,SZ159941
20210427,SH513520
20210427,SH515860
20210428,SH513100
20210428,SH512220
20210428,SZ159937
20210428,SZ159941
20210428,SH515860
20210429,SH513100
20210429,SH512220
20210429,SZ159937
20210429,SZ159941
20210429,SH515860
20210430,SH513100
20210430,SH512220
20210430,SH515860
20210506,SH513100
20210506,SH512220
20210506,SH515860
20210507,SH513100
20210507,SH515860
20210507,SH515950
20210510,SH513100
20210510,SH513050
20210510,SH515860
20210511,SH513100
20210511,SZ159934
20210511,SH513050
20210511,SH515860
20210512,SH513100
20210512,SZ159934
20210512,SH513520
20210512,SH515860
20210513,SH513100
20210513,SZ159934
20210513,SH513500
20210513,SH513030
20210513,SH513520
20210514,SH513100
20210514,SZ159934
20210514,SH513500
20210514,SH513030
20210514,SH513520
20210517,SZ159934
20210517,SH513500
20210517,SH513030
20210517,SH513520
20210518,SH518880
20210518,SZ159934
20210518,SH513500
20210518,SH513030
20210519,SH518880
20210519,SZ159934
20210519,SH513500
20210519,SH513030
20210520,SH518880
20210520,SZ159934
20210520,SH513500
20210520,SH513030
20210521,SH518880
20210521,SZ159934
20210521,SH513500
20210521,SH513030
20210524,SH518880
20210524,SZ159934
20210524,SH513500
20210524,SH513030
20210525,SH518880
20210525,SH518800
20210525,SH513500
20210526,SH518880
20210526,SH518800
20210526,SH513500
20210527,SH518880
20210527,SH518800
20210528,SH518880
20210528,SH518800
20210531,SH510150
20210531,SH518880
20210531,SZ159937
20210601,SH510150
20210601,SH518800
20210601,SZ159937
20210602,SH510150
20210602,SH513100
20210602,SH518800
20210602,SZ159937
20210602,SZ159941
20210603,SH510150
20210603,SH510210
20210603,SH513100
20210603,SH518800
20210603,SZ159937
20210604,SH510150
20210604,SH510210
20210604,SH513100
20210604,SH518800
20210604,SZ159937
20210607,SH510150
20210607,SH510210
20210607,SH513100
20210607,SZ159934
20210607,SZ159937
20210608,SH510210
20210608,SH513100
20210608,SZ159934
20210608,SZ159937
20210608,SH513050
20210609,SH510210
20210609,SH513100
20210609,SZ159934
20210609,SZ159937
20210609,SZ159941
20210610,SH510210
20210610,SH513100
20210610,SZ159934
20210610,SZ159937
20210610,SZ159941
20210611,SH510210
20210611,SH513100
20210611,SH518880
20210611,SZ159934
20210611,SZ159941
20210615,SH510210
20210615,SH513100
20210615,SH518880
20210615,SZ159934
20210615,SZ159941
20210616,SH510210
20210616,SH513100
20210616,SH518880
20210616,SZ159934
20210616,SZ159941
20210617,SH510210
20210617,SH518880
20210617,SZ159934
20210617,SZ159941
20210617,SZ159954
20210618,SH518880
20210618,SZ159934
20210618,SH513500
20210618,SZ159941
20210618,SH510600
20210621,SH518880
20210621,SZ159934
20210621,SH513500
20210621,SH510600
20210621,SZ159807
20210622,SH518880
20210622,SZ159934
20210622,SH513500
20210622,SH510600
20210622,SZ159807
20210623,SH518880
20210623,SZ159934
20210623,SH513500
20210623,SH510600
20210623,SZ159807
20210624,SH518880
20210624,SZ159934
20210624,SH513500
20210624,SH510600
20210624,SZ159807
20210625,SH518880
20210625,SZ159934
20210625,SH513500
20210625,SZ159941
20210625,SZ159807
20210628,SH518880
20210628,SZ159934
20210628,SH513500
20210628,SZ159941
20210628,SZ159807
20210629,SH513100
20210629,SH518880
20210629,SZ159934
20210629,SH513500
20210629,SZ159941
20210630,SH513100
20210630,SH518880
20210630,SZ159934
20210630,SH513500
20210630,SZ159941
20210701,SH513100
20210701,SH518880
20210701,SZ159934
20210701,SH513500
20210701,SZ159941
20210702,SH513100
20210702,SH518880
20210702,SZ159934
20210702,SH513500
20210702,SZ159941
20210705,SH513100
20210705,SH518880
20210705,SZ159934
20210705,SH513500
20210705,SZ159941
20210706,SH513100
20210706,SH518880
20210706,SZ159934
20210706,SH513500
20210706,SH515950
20210707,SH513100
20210707,SH518880
20210707,SZ159934
20210707,SH513500
20210707,SH513050
20210708,SH513100
20210708,SH518880
20210708,SZ159934
20210708,SH513050
20210708,SH515950
20210709,SH513100
20210709,SZ159934
20210709,SH513500
20210709,SZ159937
20210709,SH513900
20210712,SH513100
20210712,SZ159934
20210712,SH513500
20210712,SZ159937
20210712,SH513900
20210713,SZ159934
20210713,SH513500
20210713,SZ159937
20210713,SZ159941
20210713,SH513900
20210714,SZ159934
20210714,SH513500
20210714,SZ159937
20210714,SZ159941
20210714,SH513900
20210715,SZ159934
20210715,SZ159937
20210715,SZ159941
20210716,SZ159934
20210716,SZ159941
20210716,SH518850
20210719,SZ159934
20210719,SZ159941
20210719,SH510580
20210719,SH518850
20210720,SH518880
20210720,SZ159934
20210720,SZ159941
20210720,SH510580
20210721,SH518880
20210721,SZ159934
20210721,SZ159941
20210721,SH510580
20210722,SH518880
20210722,SZ159934
20210722,SH510710
20210722,SH510580
20210722,SH510350
20210723,SH518880
20210723,SZ159934
20210723,SH513500
20210723,SH510580
20210723,SH510350
20210726,SH510150
20210726,SH510580
20210726,SH513050
20210726,SH515650
20210726,SH515950
20210727,SH510050
20210727,SZ159915
20210727,SH510300
20210727,SZ159949
20210727,SH513050
20210728,SZ159915
20210728,SH510300
20210728,SH510900
20210728,SZ159949
20210728,SH513050
20210729,SH513100
20210729,SH518880
20210729,SZ159934
20210729,SH513050
20210729,SH515650
20210730,SH513100
20210730,SH518880
20210730,SZ159934
20210730,SH513050
20210730,SH515650
20210802,SH513100
20210802,SH518880
20210802,SZ159934
20210802,SH513500
20210802,SH510710
20210803,SH513100
20210803,SH518880
20210803,SH513500
20210803,SZ159937
20210803,SH510710
20210804,SH513100
20210804,SH518880
20210804,SH513500
20210804,SZ159937
20210804,SH510710
20210805,SH513100
20210805,SH518880
20210805,SH513500
20210805,SZ159937
20210806,SH513100
20210806,SH518880
20210806,SZ159937
20210809,SH513100
20210809,SH518880
20210809,SZ159937
20210810,SH518880
20210810,SH518800
20210810,SZ159934
20210810,SZ159937
20210810,SH518850
20210811,SH518880
20210811,SH518800
20210811,SZ159934
20210811,SH513500
20210811,SZ159937
20210812,SH513100
20210812,SH518880
20210812,SH513500
20210812,SZ159937
20210813,SH513100
20210813,SH518880
20210813,SH513500
20210813,SZ159937
20210816,SH513100
20210816,SH518880
20210816,SH513500
20210816,SZ159937
20210817,SH513100
20210817,SH513500
20210818,SH513100
20210818,SH513500
20210819,SH513100
20210819,SH513500
20210820,SH510150
20210820,SH513100
20210820,SH513500
20210820,SH515650
20210820,SH515950
20210823,SH510150
20210823,SH513100
20210823,SH513500
20210823,SH515650
20210823,SH515100
20210824,SH513100
20210824,SH518880
20210824,SZ159934
20210824,SH513500
20210824,SH515100
20210825,SH513100
20210825,SH518880
20210825,SZ159934
20210825,SH513500
20210825,SH515100
20210826,SH513100
20210826,SH518880
20210826,SZ159934
20210826,SH513500
20210826,SH515100
20210827,SH518880
20210827,SZ159934
20210827,SH513500
20210827,SH510350
20210827,SH515100
20210830,SH518880
20210830,SZ159934
20210830,SH513500
20210830,SZ159941
20210830,SH510350
20210831,SH518880
20210831,SZ159934
20210831,SH513500
20210831,SZ159941
20210831,SH510350
20210901,SH518880
20210901,SZ159934
20210901,SH513500
20210901,SZ159941
20210901,SH510350
20210902,SH518880
20210902,SZ159934
20210902,SH513500
20210902,SZ159941
20210902,SH510350
20210903,SH518880
20210903,SZ159934
20210903,SH513500
20210903,SZ159941
20210903,SH510350
20210906,SH518880
20210906,SZ159934
20210906,SH513500
20210906,SZ159941
20210906,SH510350
20210907,SH518880
20210907,SZ159934
20210907,SH513500
20210907,SZ159941
20210907,SH510350
20210908,SH513100
20210908,SH518880
20210908,SZ159934
20210908,SH513500
20210908,SZ159941
20210909,SH513100
20210909,SH518880
20210909,SZ159934
20210909,SH513500
20210909,SZ159941
20210910,SH513100
20210910,SH518880
20210910,SZ159934
20210910,SH513500
20210910,SZ159941
20210913,SH513100
20210913,SH518880
20210913,SZ159934
20210914,SH513100
20210914,SH518880
20210914,SZ159934
20210914,SH513050
20210915,SH513100
20210915,SH518880
20210915,SZ159934
20210915,SH513050
20210916,SH513100
20210916,SH518880
20210916,SZ159934
20210916,SH513050
20210916,SH515200
20210917,SH513100
20210917,SH518880
20210917,SZ159934
20210917,SH515200
20210922,SH513100
20210922,SH518800
20210923,SH513100
20210923,SH518800
20210924,SH513100
20210924,SH518800
20210924,SH512220
20210927,SH513100
20210927,SH518880
20210927,SZ159934
20210927,SH512220
20210927,SZ159954
20210928,SH518880
20210928,SZ159934
20210928,SH512220
20210928,SZ159954
20210928,SH515200
20210929,SH518880
20210929,SZ159934
20210929,SH512220
20210929,SH512100
20210929,SZ159954
20210930,SH518880
20210930,SZ159934
20210930,SH512220
20210930,SZ159954
20211008,SH518880
20211008,SZ159934
20211008,SZ159954
20211008,SH513520
20211008,SH513880
20211011,SH518880
20211011,SZ159934
20211011,SH512220
20211011,SH510360
20211011,SH513880
20211012,SH518880
20211012,SZ159934
20211012,SH512220
20211012,SZ159954
20211012,SH513880
20211013,SH518880
20211013,SZ159934
20211013,SH512220
20211013,SZ159954
20211013,SH513880
20211014,SH518880
20211014,SZ159934
20211014,SH512220
20211014,SH510360
20211014,SZ159954
20211015,SH518880
20211015,SZ159934
20211015,SH510360
20211015,SZ159954
20211018,SZ159934
20211018,SH510360
20211019,SZ159934
20211019,SH510360
20211020,SZ159934
20211020,SH510360
20211020,SH513880
20211021,SZ159934
20211021,SH510360
20211021,SH513880
20211022,SH510360
20211025,SH518880
20211025,SH513880
20211026,SH518880
20211026,SH518800
20211026,SH515810
20211027,SH518880
20211027,SH518800
20211027,SH515810
20211028,SH518880
20211028,SH518800
20211028,SZ159941
20211028,SH515810
20211029,SH518880
20211029,SH518800
20211029,SZ159941
20211029,SH515810
20211101,SH518880
20211101,SH518800
20211101,SZ159941
20211101,SH515810
20211101,SH515580
20211102,SH518880
20211102,SH518800
20211102,SZ159941
20211102,SH515810
20211102,SH515580
20211103,SH513100
20211103,SH518880
20211103,SH518800
20211103,SZ159941
20211103,SH515580
20211104,SH513100
20211104,SH518880
20211104,SH518800
20211104,SZ159941
20211104,SH515580
20211105,SH513100
20211105,SH518880
20211105,SH518800
20211105,SZ159941
20211105,SH515580
20211108,SH513100
20211108,SH518880
20211108,SZ159937
20211108,SZ159941
20211108,SH515580
20211109,SH513100
20211109,SH518880
20211109,SH513500
20211109,SZ159941
20211109,SH515390
20211110,SH513100
20211110,SH518880
20211110,SH513500
20211110,SZ159941
20211110,SH515390
20211111,SH513100
20211111,SH518880
20211111,SH513500
20211111,SZ159941
20211111,SH515390
20211112,SH513100
20211112,SH518880
20211112,SH513500
20211112,SZ159941
20211112,SH515390
20211115,SH513100
20211115,SH513500
20211115,SZ159941
20211115,SH510390
20211115,SH515390
20211116,SH513100
20211116,SZ159934
20211116,SH513500
20211116,SZ159941
20211116,SH515390
20211117,SZ159934
20211117,SH513500
20211117,SZ159941
20211117,SH515390
20211117,SH515770
20211118,SH518800
20211118,SZ159934
20211118,SH513500
20211118,SZ159941
20211118,SH515390
20211119,SH518800
20211119,SZ159934
20211119,SH513500
20211119,SZ159941
20211119,SH515770
20211122,SH518800
20211122,SZ159934
